Element,ProjectId,FileId,Count,Alias,Kind,Line,PackageName,Supported,Automated,Status,Statement,SessionId,SnowConvertCoreVersion,SnowparkVersion,CellId,ExecutionId,ParametersInfo,Technology
pyspark.sql.functions,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Module,93,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,f.to_date(col('end_datetime')),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,,Python
pyspark.sql.functions.col,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,93,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,col('end_datetime'),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""True""}]",Python
pyspark.sql.functions.to_date,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,93,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,f.to_date(col('end_datetime')),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""pyspark.sql.column.Column"",""ParamType"":""Column""}]",Python
pyspark.sql.dataframe.DataFrame.withColumn,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,94,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,"inbound\ .withColumnRenamed('imsi', 'msisdn')\ .withColumnRenamed('hash_msisdn', 'msisdn')\ .withColumnRenamed('msisdn_encrypted', 'msisdn')\ .withColumn('latitude', f.round(col('latitude').cast('double'), 5))\ .withColumn('longitude', f.round(col('longitude').cast('double'), 5))\ .dropDuplicates(['msisdn', 'datetime', 'longitude', 'latitude'])\ .withColumn('lag_latitude', f.lag('latitude').over(part0_1))\ .withColumn('lag_longitude', f.lag('longitude').over(part0_1))\ .withColumn('lag_datetime', f.lag('datetime').over(part0_1))\ .withColumn('time_interval', f.unix_timestamp('datetime') - f.unix_timestamp('lag_datetime'))\ .withColumn('time_interval_hour', f.round(col('time_interval') / 3600, 2))\ .withColumn('distance', haversine_distance(col('lag_longitude'), col('lag_latitude'), col('longitude'), col('latitude')))\ .withColumn('speed', f.round(col('distance') / ( col('time_interval') / 3600 ), 2))\ .withColumn('speed_raise', f.when(col('speed') >= 10.0, 1).otherwise(0))\ .withColumn('lag_speed_raise', f.lag('speed_raise').over(part0_1))\ .withColumn('speed_gap', f.when(col('lag_speed_raise') != col('speed_raise'), 1).otherwise(0))\ .withColumn('max_duration', f.when(col('time_interval_hour') >= 8.0, 1).otherwise(0))\ .withColumn('stop_gap', f.when(( col('speed_gap') == 1 ) | ( col('max_duration') == 1 ), 1).otherwise(0))\ .withColumn('stop_movement', f.sum('stop_gap').over(part0_2))\ .withColumn('h3_10', geo_to_h3('latitude', 'longitude', f.lit(10)))\ .withColumn('h3_9', to_parent_res9_udf(col('h3_10')))\ .withColumn('h3_8', to_parent_res8_udf(col('h3_9')))\ .withColumn('h3_7', to_parent_res7_udf(col('h3_8')))\ .withColumn('lag_h3_10', f.lag('h3_10').over(part0_3))\ .withColumn('spot_gap', f.when(( col('lag_h3_10') != col('h3_10') ), 1).otherwise(0))\ .withColumn('spot_movement', f.sum('spot_gap').over(part0_4))\ .withColumn('x', f.cos(f.radians('latitude')) * f.cos(f.radians('longitude')))\ .withColumn('y', f.cos(f.radians('latitude')) * f.sin(f.radians('longitude')))\ .withColumn('z', f.sin(f.radians('latitude')))\ .withColumn('total', f.count('spot_movement').over(part0_5))\ .withColumn('x_total', f.sum('x').over(part0_5) / col('total'))\ .withColumn('y_total', f.sum('y').over(part0_5) / col('total'))\ .withColumn('z_total', f.sum('z').over(part0_5) / col('total'))\ .withColumn('sqrt', f.sqrt(col('x_total') * col('x_total') + col('y_total') * col('y_total')))\ .withColumn('centroid_lat', f.round(f.degrees(f.atan2(F.col('z_total'), F.col('sqrt'))), 6))\ .withColumn('centroid_lon', f.round(f.degrees(f.atan2(F.col('y_total'), F.col('x_total'))), 6))\ .withColumn('start_datetime', f.min('datetime').over(part0_5))\ .withColumn('end_datetime', f.max('datetime').over(part0_5))\ .withColumn('event_month', f.to_date(col('end_datetime')))\ .withColumn('event_month', f.format_string(""%04d-M%02d"", f.year(col('event_month')), f.month(col('event_month'))))\ .withColumn('operator', F.lit(operator_name))\ .select(['msisdn', 'latitude', 'longitude', 'start_datetime', 'end_datetime', 'operator', 'country', 'event_month', 'h3_7', 'h3_9', 'h3_10'])",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""True""},{""ParamName"":""pyspark.sql.column.Column"",""ParamType"":""Column""}]",Python
pyspark.sql.functions,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Module,94,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,"f.format_string(""%04d-M%02d"", f.year(col('event_month')), f.month(col('event_month')))",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,,Python
pyspark.sql.functions,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Module,94,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,f.month(col('event_month')),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,,Python
pyspark.sql.functions,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Module,94,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,f.year(col('event_month')),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,,Python
pyspark.sql.functions.col,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,2,,Function,94,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,col('event_month'),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""True""}]",Python
pyspark.sql.functions.format_string,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,94,notebook.Sample_2. Pipeline Periodically - Mobility Trip,False,False,NotSupported,"f.format_string(""%04d-M%02d"", f.year(col('event_month')), f.month(col('event_month')))",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""True""},{""ParamName"":""pyspark.sql.column.Column"",""ParamType"":""Column""},{""ParamName"":""pyspark.sql.column.Column"",""ParamType"":""Column""}]",Python
pyspark.sql.functions.month,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,94,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,f.month(col('event_month')),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""pyspark.sql.column.Column"",""ParamType"":""Column""}]",Python
pyspark.sql.functions.year,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,94,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,f.year(col('event_month')),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""pyspark.sql.column.Column"",""ParamType"":""Column""}]",Python
pyspark.sql.dataframe.DataFrame.withColumn,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,95,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,"inbound\ .withColumnRenamed('imsi', 'msisdn')\ .withColumnRenamed('hash_msisdn', 'msisdn')\ .withColumnRenamed('msisdn_encrypted', 'msisdn')\ .withColumn('latitude', f.round(col('latitude').cast('double'), 5))\ .withColumn('longitude', f.round(col('longitude').cast('double'), 5))\ .dropDuplicates(['msisdn', 'datetime', 'longitude', 'latitude'])\ .withColumn('lag_latitude', f.lag('latitude').over(part0_1))\ .withColumn('lag_longitude', f.lag('longitude').over(part0_1))\ .withColumn('lag_datetime', f.lag('datetime').over(part0_1))\ .withColumn('time_interval', f.unix_timestamp('datetime') - f.unix_timestamp('lag_datetime'))\ .withColumn('time_interval_hour', f.round(col('time_interval') / 3600, 2))\ .withColumn('distance', haversine_distance(col('lag_longitude'), col('lag_latitude'), col('longitude'), col('latitude')))\ .withColumn('speed', f.round(col('distance') / ( col('time_interval') / 3600 ), 2))\ .withColumn('speed_raise', f.when(col('speed') >= 10.0, 1).otherwise(0))\ .withColumn('lag_speed_raise', f.lag('speed_raise').over(part0_1))\ .withColumn('speed_gap', f.when(col('lag_speed_raise') != col('speed_raise'), 1).otherwise(0))\ .withColumn('max_duration', f.when(col('time_interval_hour') >= 8.0, 1).otherwise(0))\ .withColumn('stop_gap', f.when(( col('speed_gap') == 1 ) | ( col('max_duration') == 1 ), 1).otherwise(0))\ .withColumn('stop_movement', f.sum('stop_gap').over(part0_2))\ .withColumn('h3_10', geo_to_h3('latitude', 'longitude', f.lit(10)))\ .withColumn('h3_9', to_parent_res9_udf(col('h3_10')))\ .withColumn('h3_8', to_parent_res8_udf(col('h3_9')))\ .withColumn('h3_7', to_parent_res7_udf(col('h3_8')))\ .withColumn('lag_h3_10', f.lag('h3_10').over(part0_3))\ .withColumn('spot_gap', f.when(( col('lag_h3_10') != col('h3_10') ), 1).otherwise(0))\ .withColumn('spot_movement', f.sum('spot_gap').over(part0_4))\ .withColumn('x', f.cos(f.radians('latitude')) * f.cos(f.radians('longitude')))\ .withColumn('y', f.cos(f.radians('latitude')) * f.sin(f.radians('longitude')))\ .withColumn('z', f.sin(f.radians('latitude')))\ .withColumn('total', f.count('spot_movement').over(part0_5))\ .withColumn('x_total', f.sum('x').over(part0_5) / col('total'))\ .withColumn('y_total', f.sum('y').over(part0_5) / col('total'))\ .withColumn('z_total', f.sum('z').over(part0_5) / col('total'))\ .withColumn('sqrt', f.sqrt(col('x_total') * col('x_total') + col('y_total') * col('y_total')))\ .withColumn('centroid_lat', f.round(f.degrees(f.atan2(F.col('z_total'), F.col('sqrt'))), 6))\ .withColumn('centroid_lon', f.round(f.degrees(f.atan2(F.col('y_total'), F.col('x_total'))), 6))\ .withColumn('start_datetime', f.min('datetime').over(part0_5))\ .withColumn('end_datetime', f.max('datetime').over(part0_5))\ .withColumn('event_month', f.to_date(col('end_datetime')))\ .withColumn('event_month', f.format_string(""%04d-M%02d"", f.year(col('event_month')), f.month(col('event_month'))))\ .withColumn('operator', F.lit(operator_name))\ .select(['msisdn', 'latitude', 'longitude', 'start_datetime', 'end_datetime', 'operator', 'country', 'event_month', 'h3_7', 'h3_9', 'h3_10'])",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""False""},{""ParamName"":""pyspark.sql.column.Column"",""ParamType"":""Column""}]",Python
pyspark.sql.functions,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Module,95,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,F.lit(operator_name),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,,Python
pyspark.sql.functions.lit,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,95,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,F.lit(operator_name),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""False""}]",Python
pyspark.sql.dataframe.DataFrame.select,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,96,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,"inbound\ .withColumnRenamed('imsi', 'msisdn')\ .withColumnRenamed('hash_msisdn', 'msisdn')\ .withColumnRenamed('msisdn_encrypted', 'msisdn')\ .withColumn('latitude', f.round(col('latitude').cast('double'), 5))\ .withColumn('longitude', f.round(col('longitude').cast('double'), 5))\ .dropDuplicates(['msisdn', 'datetime', 'longitude', 'latitude'])\ .withColumn('lag_latitude', f.lag('latitude').over(part0_1))\ .withColumn('lag_longitude', f.lag('longitude').over(part0_1))\ .withColumn('lag_datetime', f.lag('datetime').over(part0_1))\ .withColumn('time_interval', f.unix_timestamp('datetime') - f.unix_timestamp('lag_datetime'))\ .withColumn('time_interval_hour', f.round(col('time_interval') / 3600, 2))\ .withColumn('distance', haversine_distance(col('lag_longitude'), col('lag_latitude'), col('longitude'), col('latitude')))\ .withColumn('speed', f.round(col('distance') / ( col('time_interval') / 3600 ), 2))\ .withColumn('speed_raise', f.when(col('speed') >= 10.0, 1).otherwise(0))\ .withColumn('lag_speed_raise', f.lag('speed_raise').over(part0_1))\ .withColumn('speed_gap', f.when(col('lag_speed_raise') != col('speed_raise'), 1).otherwise(0))\ .withColumn('max_duration', f.when(col('time_interval_hour') >= 8.0, 1).otherwise(0))\ .withColumn('stop_gap', f.when(( col('speed_gap') == 1 ) | ( col('max_duration') == 1 ), 1).otherwise(0))\ .withColumn('stop_movement', f.sum('stop_gap').over(part0_2))\ .withColumn('h3_10', geo_to_h3('latitude', 'longitude', f.lit(10)))\ .withColumn('h3_9', to_parent_res9_udf(col('h3_10')))\ .withColumn('h3_8', to_parent_res8_udf(col('h3_9')))\ .withColumn('h3_7', to_parent_res7_udf(col('h3_8')))\ .withColumn('lag_h3_10', f.lag('h3_10').over(part0_3))\ .withColumn('spot_gap', f.when(( col('lag_h3_10') != col('h3_10') ), 1).otherwise(0))\ .withColumn('spot_movement', f.sum('spot_gap').over(part0_4))\ .withColumn('x', f.cos(f.radians('latitude')) * f.cos(f.radians('longitude')))\ .withColumn('y', f.cos(f.radians('latitude')) * f.sin(f.radians('longitude')))\ .withColumn('z', f.sin(f.radians('latitude')))\ .withColumn('total', f.count('spot_movement').over(part0_5))\ .withColumn('x_total', f.sum('x').over(part0_5) / col('total'))\ .withColumn('y_total', f.sum('y').over(part0_5) / col('total'))\ .withColumn('z_total', f.sum('z').over(part0_5) / col('total'))\ .withColumn('sqrt', f.sqrt(col('x_total') * col('x_total') + col('y_total') * col('y_total')))\ .withColumn('centroid_lat', f.round(f.degrees(f.atan2(F.col('z_total'), F.col('sqrt'))), 6))\ .withColumn('centroid_lon', f.round(f.degrees(f.atan2(F.col('y_total'), F.col('x_total'))), 6))\ .withColumn('start_datetime', f.min('datetime').over(part0_5))\ .withColumn('end_datetime', f.max('datetime').over(part0_5))\ .withColumn('event_month', f.to_date(col('end_datetime')))\ .withColumn('event_month', f.format_string(""%04d-M%02d"", f.year(col('event_month')), f.month(col('event_month'))))\ .withColumn('operator', F.lit(operator_name))\ .select(['msisdn', 'latitude', 'longitude', 'start_datetime', 'end_datetime', 'operator', 'country', 'event_month', 'h3_7', 'h3_9', 'h3_10'])",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""list[str]"",""ParamType"":""list""}]",Python
pyspark.sql.dataframe.DataFrame.columns,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,98,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,inbound.columns,0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,,Python
pyspark.sql.dataframe.DataFrame.dropDuplicates,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,98,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,inbound.dropDuplicates(inbound.columns),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""typing.List[str]"",""ParamType"":""List""}]",Python
pyspark.sql.dataframe.DataFrame.union,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,100,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,staypoint.union(inbound),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""pyspark.sql.dataframe.DataFrame"",""ParamType"":""DataFrame""}]",Python
pyspark.sql.functions.col,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,106,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,col('h3_10'),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""True""}]",Python
pyspark.sql.functions.col,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,109,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,col('h3_10'),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""True""}]",Python
pyspark.sql.dataframe.DataFrame.withColumn,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,111,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,"lau.withColumn('h3_7', to_parent_res7_udf(col('h3_10')))\ .drop('h3_10')\ .dropDuplicates(['h3_7'])",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""True""},{""ParamName"":""pyspark.sql._typing.UserDefinedFunctionLike"",""ParamType"":""UserDefinedFunctionLike""}]",Python
pyspark.sql.functions.col,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,111,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,col('h3_10'),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""True""}]",Python
pyspark.sql.dataframe.DataFrame.drop,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,112,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,"lau.withColumn('h3_7', to_parent_res7_udf(col('h3_10')))\ .drop('h3_10')\ .dropDuplicates(['h3_7'])",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""True""}]",Python
pyspark.sql.dataframe.DataFrame.dropDuplicates,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,113,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,"lau.withColumn('h3_7', to_parent_res7_udf(col('h3_10')))\ .drop('h3_10')\ .dropDuplicates(['h3_7'])",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""list[str]"",""ParamType"":""list""}]",Python
pyspark.sql.functions,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Module,116,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,"f.lpad(col(""kdkab""), 2, ""0"")",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,,Python
pyspark.sql.functions.col,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,116,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,"col(""kdkab"")",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""False""}]",Python
pyspark.sql.functions.lpad,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,116,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,"f.lpad(col(""kdkab""), 2, ""0"")",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""pyspark.sql.column.Column"",""ParamType"":""Column""},{""ParamName"":""int"",""ParamType"":""int""},{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""False""}]",Python
pyspark.sql.functions,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Module,117,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,"f.lpad(col(""kdkec""), 3, ""0"")",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,,Python
pyspark.sql.functions.col,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,117,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,"col(""kdkec"")",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""False""}]",Python
pyspark.sql.functions.lpad,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,117,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,"f.lpad(col(""kdkec""), 3, ""0"")",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""pyspark.sql.column.Column"",""ParamType"":""Column""},{""ParamName"":""int"",""ParamType"":""int""},{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""False""}]",Python
pyspark.sql.functions,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Module,118,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,"f.concat_ws('|', 'kdprov', 'kdkab')",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,,Python
pyspark.sql.functions.concat_ws,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,118,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Transformation,"f.concat_ws('|', 'kdprov', 'kdkab')",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""True""},{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""False""},{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""False""}]",Python
pyspark.sql.functions,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Module,119,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,"f.concat_ws('|', 'kdprov', 'kdkab', 'kdkec')",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,,Python
pyspark.sql.functions.concat_ws,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,119,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Transformation,"f.concat_ws('|', 'kdprov', 'kdkab', 'kdkec')",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""True""},{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""False""},{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""False""},{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""False""}]",Python
pyspark.sql.dataframe.DataFrame.join,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,123,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,"master_raw.join(lau, ['h3_7'], 'left')",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""pyspark.sql.dataframe.DataFrame"",""ParamType"":""DataFrame""},{""ParamName"":""list[str]"",""ParamType"":""list""},{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""False""}]",Python
pyspark.sql.dataframe.DataFrame.withColumn,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,126,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,"master_raw\ .withColumn('activity_kab', f.col('kab'))\ .withColumn('activity_kec', f.col('kec'))\ .withColumn('activity_prov', f.substring('kab', 1, 2))\ .withColumn('activity_prov', ( f.col('activity_prov').cast('int') ).cast('string'))\ .drop(""kab"", ""kec"")",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""True""},{""ParamName"":""pyspark.sql.column.Column"",""ParamType"":""Column""}]",Python
pyspark.sql.functions,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Module,126,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,f.col('kab'),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,,Python
pyspark.sql.functions.col,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,126,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,f.col('kab'),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,11,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""False""}]",Python
