h3_10,msisdn_encrypted,operator,country,service,datetime,longitude,latitude,idkab,nmkab,event_year,event_month,month,idprov
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-15 09:43:17,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-15 09:45:46,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-15 09:46:44,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-15 09:50:06,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-15 09:56:25,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-15 09:56:35,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-15 10:08:01,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-15 10:08:26,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-15 10:55:46,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-15 11:11:30,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-15 11:13:48,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-15 11:14:42,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-15 11:14:46,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-16 00:35:57,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-16 00:41:50,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c1078ec6ffff,8799d30489f9b19e880d0908fb5d1e0ae85fc3c655f09358a7f750ba3ee4bf80,U Mobile Sdn Bhd,Malaysia,OUTGOING CALL,2021-09-16 04:15:10,106.8341,-6.22637,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c1078ec6ffff,8799d30489f9b19e880d0908fb5d1e0ae85fc3c655f09358a7f750ba3ee4bf80,U Mobile Sdn Bhd,Malaysia,INCOMING CALL,2021-09-16 04:31:22,106.8341,-6.22637,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c12b6cc37fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-16 05:40:35,106.90285,-6.14917,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c1079245ffff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-16 05:40:58,106.91061,-6.15594,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-16 05:53:53,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-16 05:55:03,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,INCOMING CALL,2021-09-16 07:06:19,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c1079232ffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-16 07:34:15,106.90151,-6.16632,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-16 07:55:45,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-16 08:13:50,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-16 08:14:33,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-16 08:14:51,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-16 08:35:56,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-16 08:48:59,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-16 09:11:39,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10793cc7fff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-16 09:14:59,106.89357,-6.16798,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-16 09:18:03,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-16 09:18:11,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-16 09:18:34,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-16 09:46:09,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c1079232ffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-16 10:08:37,106.90151,-6.16632,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c1079245ffff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-16 10:11:37,106.91061,-6.15594,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c1079232ffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-16 10:31:59,106.90151,-6.16632,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10793cc7fff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-16 10:36:50,106.89357,-6.16798,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10793cc7fff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-16 10:38:52,106.89357,-6.16798,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10793cc7fff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-16 10:51:10,106.89357,-6.16798,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c1079232ffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-16 11:33:48,106.90151,-6.16632,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c12b6c8dffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-17 00:39:16,106.89385,-6.15275,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c12b6c8dffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-17 00:41:38,106.89385,-6.15275,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c12b6c8dffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-17 00:41:38,106.89385,-6.15275,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c12b6c8dffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-17 01:26:47,106.89385,-6.15275,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c1079232ffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-17 03:26:59,106.90151,-6.16632,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c1079232ffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-17 03:40:14,106.90151,-6.16632,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c1079232ffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-17 05:39:01,106.90151,-6.16632,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c1079232ffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-17 05:50:21,106.90151,-6.16632,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c1079232ffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-17 05:59:33,106.90151,-6.16632,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c1079232ffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-17 06:11:45,106.90151,-6.16632,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c1079232ffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-17 06:21:45,106.90151,-6.16632,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c1079232ffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-17 06:22:45,106.90151,-6.16632,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c12b6cc37fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-17 06:38:03,106.90285,-6.14917,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c1079245ffff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-17 06:43:21,106.91061,-6.15594,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792707fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-17 06:50:07,106.907368,-6.158465,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c107900f7fff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-17 07:51:24,106.90167,-6.18258,3172,JAKARTA TIMUR,2021,9,2021-09-01,31
8a8c12b6cc37fff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-17 08:04:41,106.90285,-6.14917,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792707fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-17 08:13:42,106.907368,-6.158465,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c1079245ffff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-17 08:15:13,106.91061,-6.15594,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c1079245ffff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-17 09:30:43,106.91061,-6.15594,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c12b6c8dffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-17 09:51:24,106.89385,-6.15275,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c12b6c8dffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-17 09:51:44,106.89385,-6.15275,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-17 09:51:48,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c1079371ffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-17 09:58:48,106.88471,-6.16313,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-17 10:12:23,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-17 10:23:49,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-17 10:32:56,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-17 10:34:31,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-17 10:51:12,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-17 11:08:33,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-17 11:35:54,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-17 11:42:47,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-18 00:21:08,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-18 00:27:44,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-18 00:30:05,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c1079232ffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-18 00:43:04,106.90151,-6.16632,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10793cc7fff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-18 01:00:35,106.89357,-6.16798,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c1079232ffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-18 01:10:15,106.90151,-6.16632,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c1079232ffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-18 01:10:28,106.90151,-6.16632,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c1079232ffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-18 01:11:34,106.90151,-6.16632,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-18 01:33:16,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-18 01:38:00,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-18 01:57:17,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-18 02:01:37,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-18 02:01:45,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-18 02:02:17,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c1079232ffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-18 02:05:50,106.90151,-6.16632,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-18 02:14:24,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-18 02:23:58,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-18 02:28:02,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-18 02:34:48,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c1079232ffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-18 02:36:08,106.90151,-6.16632,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-18 02:44:51,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-18 02:49:51,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-18 03:08:47,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-18 03:29:14,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-18 03:33:05,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-18 03:42:18,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-18 03:45:41,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-18 03:57:56,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-18 04:10:10,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-18 04:30:09,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-18 04:31:20,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c106b4707fff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-18 05:05:44,106.83332,-6.14049,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c106b4177fff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-18 05:07:41,106.83491,-6.14868,3173,JAKARTA PUSAT,2021,9,2021-09-01,31
8a8c106b4177fff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-18 05:08:13,106.83491,-6.14868,3173,JAKARTA PUSAT,2021,9,2021-09-01,31
8a8c107986affff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-18 05:15:52,106.83982,-6.17187,3173,JAKARTA PUSAT,2021,9,2021-09-01,31
